Age,Income,Tenure,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Yearly_equip_failure,Techie,Contacts,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Reliability,Options,Respectfulness,Courteous,Listening,Responses,Solutions,Replacements,Churn,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_No service,"Education_9th Grade to 12th Grade, No Diploma",Education_Associate's Degree,Education_Bachelor's Degree,Education_Doctorate Degree,Education_GED or Alternative Credential,Education_Master's Degree,Education_No Schooling Completed,Education_Nursery School to 8th Grade,Education_Professional School Degree,Education_Regular High School Diploma,"Education_Some College, 1 or More Years, No Degree","Education_Some College, Less than 1 Year",Employment_Full Time,Employment_Part Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Prefer not to answer
54,60633.22,18.80644,195.5564,1893.523,11.44509,0,0,0,1,0,0,1,1,1,0,1,3,3,4,4,5,4,4,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
85,33186.785,1.450971,161.3879,356.9526,10.97452,2,0,1,0,1,0,0,1,1,1,0,1,4,3,2,3,3,3,3,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
53,25588.69,36.19603,150.1172,2534.437,5.447678,0,0,3,1,0,1,0,0,0,0,1,4,4,4,3,4,3,3,2,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
50,33186.785,36.19603,163.7867,696.7036,7.00653,0,0,0,1,0,1,1,0,0,1,0,5,3,3,3,4,3,3,5,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
60,81905.71,6.523366,147.8095,840.7474,10.59965,1,0,0,1,1,0,1,1,0,0,0,3,4,2,4,4,3,3,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
23,81939.38,6.477458,152.2345,1102.75,5.137469,1,0,4,1,0,0,1,1,1,1,0,3,4,4,5,4,5,6,5,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
76,42496.34,5.318865,131.4055,1163.746,9.790306,0,0,0,1,0,0,0,1,0,1,0,4,3,2,4,4,2,3,3,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
53,14959.35,6.460792,81.4365,627.8804,9.412055,0,0,2,1,0,0,0,0,0,0,0,4,2,3,3,3,2,2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
53,1616.02,19.6617,216.2816,2176.358,10.1608,0,0,0,1,1,0,1,1,0,0,1,3,3,4,5,4,6,6,5,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
53,21225.8,10.89627,202.688,1332.166,8.37861,0,0,1,1,1,1,1,0,0,0,1,3,5,3,3,3,2,2,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
53,33186.785,5.481792,182.7623,971.6491,13.28891,1,1,2,1,1,1,0,1,0,1,0,4,2,3,3,4,2,2,2,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
87,80780.17,6.038648,223.1311,1477.559,15.4494,0,0,0,1,0,0,1,0,1,1,1,2,4,4,4,4,3,5,3,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
53,31592.8,4.529842,129.7175,726.59,14.9489,0,0,0,1,0,0,0,1,1,1,0,4,3,2,3,3,2,2,3,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
38,33186.785,18.08688,147.2589,1676.808,10.96532,1,0,1,1,0,0,1,0,1,0,0,2,5,3,2,3,2,3,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
40,36582.97,8.369827,146.6257,1134.541,36.53838,1,0,1,1,0,0,0,1,0,1,0,3,3,3,1,3,4,3,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
49,33186.785,15.71625,186.1762,2361.622,10.92047,0,0,0,1,1,1,1,1,0,1,0,4,4,3,2,1,2,2,2,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
53,23519.38,7.833185,130.4281,1051.603,14.90765,0,0,0,1,0,1,1,0,0,1,0,3,3,3,2,3,2,3,3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
86,43810.04,27.44938,203.776,2573.594,4.092838,0,0,0,1,1,0,1,1,0,1,0,5,3,4,3,4,2,3,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
62,61174.45,11.31749,161.8562,3382.424,11.312,1,0,2,1,0,0,1,0,1,0,1,4,4,4,3,5,3,5,3,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
34,33186.785,8.351399,238.6836,1261.564,12.30686,1,1,1,1,1,0,0,0,0,1,1,3,3,4,4,3,4,4,4,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
53,11047.8,36.19603,128.6496,868.7531,6.585616,0,1,1,1,1,1,0,0,0,0,0,4,4,5,2,4,5,4,5,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
58,26817.82,2.569515,159.3702,907.3051,11.97943,2,0,1,1,1,0,0,0,0,0,1,4,4,4,4,4,4,5,5,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
24,25182.77,2.313262,126.1173,864.4642,10.59071,0,0,0,1,0,0,1,0,1,0,0,3,4,3,3,3,4,4,4,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
53,33186.785,15.36862,112.6922,1321.499,10.42472,0,0,0,1,0,1,0,0,0,0,0,4,4,6,3,5,5,3,4,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
84,91355.72,11.4264,203.7191,1145.984,18.69175,0,0,1,1,1,0,1,0,0,0,1,3,4,4,3,2,5,5,5,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
38,33186.785,13.163,176.3113,1918.949,11.61181,1,0,2,1,1,1,0,1,0,0,1,4,3,4,4,3,3,3,3,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
53,33186.785,2.057502,181.5069,551.7257,12.01965,0,0,3,1,1,0,0,0,0,0,1,3,5,2,4,3,5,4,4,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
51,33186.785,16.49093,125.443,2078.823,10.17168,0,0,1,1,1,1,0,0,0,0,0,4,5,2,4,2,4,5,5,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
67,28090.98,1.253929,172.1114,322.5237,10.53441,0,0,0,1,0,0,0,1,1,0,1,4,2,5,3,4,5,5,5,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
53,7985.88,1.359104,192.2526,714.3448,9.358929,1,0,0,1,1,0,1,1,1,0,1,2,4,3,3,4,3,3,4,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
63,32997.15,4.565947,103.7736,619.416,6.119753,0,0,3,1,0,1,1,0,0,0,0,4,3,5,4,2,3,2,3,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
32,13308.45,36.19603,148.0287,2001.026,13.82398,0,0,0,1,0,0,1,1,0,0,0,3,4,3,5,4,4,3,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
82,33186.785,7.349571,150.8402,863.2029,18.79785,0,0,1,1,0,0,0,0,1,1,0,1,5,3,4,2,4,5,5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
53,33601.53,36.19603,126.5306,2444.543,4.115799,1,0,1,1,0,0,1,1,0,0,0,4,2,4,4,3,3,3,4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
86,26071.16,6.081227,201.0653,1409.59,8.563349,1,0,1,1,0,0,0,1,0,1,1,3,4,3,4,3,2,2,2,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
75,37556.53,11.21716,159.0673,3382.424,10.49105,0,1,0,1,1,0,1,1,0,0,0,3,2,3,4,2,3,3,3,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
51,33186.785,1.740498,170.177,450.2597,4.656606,1,0,2,1,1,0,0,1,1,0,0,2,4,2,2,3,4,4,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
59,55038.41,3.304515,125.0322,414.3394,12.2945,0,0,1,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
53,5549.06,36.19603,137.2301,821.8429,3.353647,0,1,0,1,0,1,1,0,0,0,0,4,3,3,3,4,2,4,2,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
53,33186.785,3.986525,115.0299,605.584,10.43287,0,0,0,1,0,1,0,0,0,0,0,4,4,3,3,3,2,2,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
28,33953.37,2.857213,231.4503,1031.032,10.79887,1,1,1,1,1,1,1,0,0,1,1,2,5,4,4,3,2,4,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
81,17165.11,8.187262,172.3964,808.4972,16.97373,0,0,1,1,1,0,0,1,1,0,0,4,4,2,4,3,2,2,2,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
49,13808.1,19.42268,180.329,3382.424,8.979985,1,0,1,1,1,0,0,0,0,0,1,5,1,4,4,5,5,4,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
52,4048.78,3.155188,243.4304,3382.424,11.67135,0,0,1,1,0,0,1,0,1,1,1,3,4,3,3,2,4,4,3,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
41,39335.12,6.896176,180.7559,896.9822,5.477002,0,0,0,1,1,1,0,0,0,0,1,4,4,3,3,3,3,3,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
53,97691.33,13.9749,137.4658,1400.209,9.013645,0,0,0,0,0,0,0,1,1,0,0,3,4,3,3,4,3,4,2,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
43,33186.785,5.73054,92.73117,686.2974,13.19985,0,0,0,1,0,0,0,1,0,0,0,1,4,4,4,2,4,3,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
82,20071.49,9.068923,148.5038,855.206,10.76901,1,0,1,1,0,0,1,0,1,0,0,3,5,2,2,4,2,4,3,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
69,20297.39,4.444135,140.5446,1078.567,12.1366,0,0,0,1,0,0,1,0,0,1,0,3,3,4,4,3,2,2,2,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
58,142086.1,36.19603,180.1724,2196.794,10.67969,0,0,1,1,1,0,1,0,1,0,0,2,5,4,3,3,4,4,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
32,42555.36,2.921217,144.6867,883.7265,36.84058,1,0,1,1,0,0,1,0,0,0,0,4,4,4,4,5,3,4,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
63,33186.785,8.346499,152.4855,3382.424,6.938742,0,0,1,1,0,0,1,1,0,1,0,4,4,3,4,3,3,4,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
36,51493.25,3.158254,184.4663,823.4333,8.563256,0,0,1,1,0,0,0,0,1,1,1,6,3,3,3,5,4,3,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
53,27655.18,13.21355,151.2531,1973.623,6.724221,1,0,0,1,1,0,0,0,0,1,0,2,3,4,3,3,5,4,4,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
53,61325.92,13.27794,241.4753,1570.153,10.09547,1,0,0,1,1,0,0,0,0,1,1,2,4,4,2,1,2,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
53,33186.785,3.662342,111.5959,3382.424,6.672081,0,0,0,1,0,0,0,0,0,0,0,3,4,3,3,3,3,2,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
44,10331.03,3.084418,147.3443,558.9942,8.620215,2,0,1,1,1,1,0,0,0,0,0,2,4,3,3,2,3,3,3,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
62,67893.56,36.19603,193.781,2022.621,7.577976,1,0,1,1,1,0,0,1,0,0,1,4,3,3,3,4,4,3,4,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
58,11731.88,2.293413,125.3893,484.8656,7.323444,0,0,1,1,0,0,0,1,0,0,0,2,5,3,2,5,2,3,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
53,33186.785,11.16386,180.4472,1317.389,8.846202,0,0,3,1,1,0,0,0,1,1,0,4,3,3,3,3,4,3,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
30,24813.82,4.380312,231.2371,1046.539,9.480197,0,0,2,0,0,1,1,0,0,1,1,3,4,5,3,5,4,3,4,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
49,7111.66,8.096457,187.5307,1054.806,38.08311,0,1,0,1,1,0,1,0,0,1,0,3,4,3,4,3,2,3,4,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
38,38862.22,19.28984,179.9524,3382.424,11.39832,1,0,1,1,1,0,0,0,0,0,1,5,4,3,4,4,4,3,4,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
53,51970.63,36.19603,120.4076,2494.211,8.338835,1,0,1,0,0,1,0,0,0,1,0,4,1,4,4,4,3,3,2,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
53,85194.69,14.70766,125.9093,3382.424,7.033573,0,0,1,1,0,0,0,0,0,0,1,2,3,4,5,5,3,4,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
48,31746.59,5.186633,139.4654,1485.319,6.799892,0,1,0,1,0,0,1,0,0,1,0,3,4,2,3,3,4,3,3,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
38,37585.88,12.00677,245.0351,2177.704,11.80454,0,0,1,1,1,1,1,0,0,1,1,4,4,3,3,2,4,5,4,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
37,1109.71,17.35639,175.5648,2451.996,13.83376,0,0,0,1,1,1,0,0,1,0,1,3,4,3,4,4,4,3,4,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
38,79280.36,5.886852,200.3865,842.1932,41.36471,1,0,1,1,0,0,1,0,1,1,0,3,3,4,3,5,4,4,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
19,33186.785,4.733989,186.9648,899.1324,14.99978,0,0,0,1,0,1,1,1,0,0,1,5,4,4,3,3,3,4,2,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
53,103112.3,7.281658,184.3321,1435.244,7.835923,1,0,0,1,1,0,1,0,1,1,0,3,3,4,3,4,3,3,4,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
52,28758.05,19.70229,248.3241,2850.191,9.315838,1,1,0,0,1,1,0,1,1,1,1,3,4,3,3,3,3,3,3,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
72,98660.88,9.543016,167.0591,953.6135,9.359187,2,0,1,1,1,0,1,0,0,0,0,3,3,4,3,2,2,3,3,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
71,33186.785,36.19603,194.4715,1125.724,8.563928,0,0,0,1,0,0,1,1,1,0,1,5,3,2,4,4,2,3,3,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
60,4247.27,29.38102,146.9017,2754.774,10.50227,0,0,0,1,0,0,1,1,0,0,0,1,6,1,1,2,3,3,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
78,33186.785,13.25623,128.7196,1563.142,16.48627,0,0,1,1,0,0,0,0,0,0,1,5,2,6,4,5,5,5,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
85,24352.1,13.08183,218.553,3382.424,10.86813,0,0,0,1,0,0,0,1,0,1,1,2,3,2,2,3,2,3,3,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
53,33186.785,10.6052,162.6443,1782.253,9.828772,0,0,2,0,1,1,1,1,0,0,0,3,3,5,5,3,3,3,2,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
75,32719.05,10.78369,159.0267,1105.067,8.642248,0,0,1,1,0,0,0,0,1,0,1,3,3,3,4,3,2,2,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
55,45652.37,5.14486,138.9347,841.9569,8.863954,2,0,0,1,0,1,0,0,0,1,0,4,4,3,4,5,4,4,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
53,33186.785,36.19603,147.5304,639.6236,39.51852,0,0,0,0,0,1,0,1,0,0,0,2,6,4,1,3,4,5,3,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
53,18071.91,7.138798,129.6716,3382.424,11.00902,0,0,1,1,0,0,0,1,0,1,0,3,5,4,4,3,4,5,4,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
59,57982.69,3.59353,253.3841,950.0978,5.836127,0,0,2,0,1,1,0,1,0,1,1,4,4,3,3,3,2,2,2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
56,12281.76,7.150962,119.8585,915.0231,17.3736,0,1,0,0,0,1,0,0,1,1,0,5,2,3,2,5,3,3,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
19,13474.86,9.49793,206.2489,1472.145,3.05506,3,0,0,1,0,0,0,0,0,1,1,3,4,4,3,1,3,4,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
62,33186.785,4.740006,177.3328,1237.609,10.66638,1,0,2,1,1,1,0,1,1,1,0,4,3,4,2,4,4,4,3,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
51,49074.95,14.74415,207.2628,1688.469,11.69657,0,0,0,1,0,0,0,0,0,1,1,5,4,3,4,3,3,4,4,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
41,33186.785,6.933201,232.7299,1279.336,13.57732,0,1,1,1,0,0,0,1,1,1,1,4,3,3,1,4,4,4,3,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
57,125660.1,16.08074,220.8106,3382.424,2.900698,0,0,1,1,1,0,0,0,0,1,1,3,6,4,3,3,5,4,4,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
66,64478.9,36.19603,129.0035,1351.805,11.50861,0,0,0,1,1,1,0,0,0,0,0,3,4,4,4,4,4,2,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
35,84147.24,16.26349,126.6516,1537.706,10.07044,0,0,3,1,0,1,0,1,0,0,0,3,5,3,3,2,3,3,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
33,24395.37,14.74297,148.3441,2027.035,4.681421,0,0,1,1,1,1,1,0,0,0,0,4,2,4,4,2,5,4,5,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
87,86105.44,36.19603,169.527,1074.116,10.48246,0,0,0,0,1,0,0,0,0,1,0,3,3,2,3,3,2,2,2,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
27,33186.785,11.32383,193.3067,1500.004,12.34397,0,0,0,1,1,0,1,0,0,1,0,4,4,5,4,5,4,3,3,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
58,32710.04,7.83307,236.8636,1742.05,7.994808,0,0,2,1,1,1,0,0,1,1,1,5,3,3,5,3,3,4,4,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
53,33413.26,1.773271,93.0631,506.472,10.34412,2,1,0,1,0,0,0,0,0,0,0,4,3,4,3,4,5,5,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
29,59985.28,5.001663,170.4502,3382.424,11.96287,1,0,1,0,1,0,1,0,0,0,1,4,3,2,3,3,3,3,4,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
54,33186.785,9.38783,172.8096,3382.424,9.75877,0,0,1,1,1,1,0,1,1,0,0,2,3,3,2,5,1,2,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
61,33186.785,36.19603,154.4393,1701.754,10.3351,1,0,0,0,0,1,1,1,0,1,0,3,3,4,5,2,4,3,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
53,22358.24,19.95038,193.755,3382.424,12.75844,0,0,2,1,1,0,1,1,1,0,0,3,3,4,5,4,5,3,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
37,10280.98,19.13997,214.5749,2111.077,11.18884,0,0,0,1,1,0,1,0,1,0,1,4,3,6,4,4,5,4,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
43,90112.25,8.631838,186.581,1745.55,12.28689,0,0,1,1,1,1,1,0,0,0,1,3,4,5,4,3,4,3,4,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
51,33186.785,6.597395,218.9652,1131.921,14.30429,0,0,1,1,1,1,1,1,0,0,1,2,5,4,2,2,4,5,4,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
62,22267.09,10.8378,152.7789,3382.424,37.4583,0,0,0,1,1,0,0,1,0,0,0,5,4,3,3,2,2,2,2,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
