Children,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Age,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Prefer not to answer,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,InternetService_DSL,InternetService_Fiber Optic,InternetService_No service,Contract_Month-to-month,Contract_One year,Contract_Two Year,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
1,1,1,0,0,0,0,1,1,1,68,2.693860703,239.1802745,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
1,1,1,1,0,1,1,0,0,1,42,6.695029374,152.9728991,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,0,1,1,0,1,1,43,7.19812868,172.2788546,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1,1,1,0,1,1,0,0,0,1,40,16.42990185,179.5090855,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,1,1,0,1,1,0,0,1,50,9.705314,140.3669,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
4,1,0,1,1,1,0,1,1,1,86,3.151238828,273.3386759,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0,0,0,0,0,1,18,36.19603,145.2315883,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3,1,0,0,1,1,1,1,0,1,53,55.15571,152.6914,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
8,0,0,0,1,0,0,1,1,0,85,3.657847,227.6103,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
0,1,0,1,1,0,0,1,0,0,52,55.49816,163.501,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,1,0,1,1,0,1,0,83,36.19603,172.6819,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,0,0,1,0,0,1,0,1,75,1.970645,138.908,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,0,1,0,1,0,0,1,87,17.88722,179.7113,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,1,0,0,1,0,1,0,0,1,36,26.27060898,114.4385012,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,1,1,1,1,0,0,0,1,61,69.28716,183.2145,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,0,1,0,1,1,1,82,4.221959275,232.9627325,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0,1,0,0,0,0,1,49,6.487047944,101.8252006,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,1,0,0,0,1,1,0,0,1,74,36.19603,166.7288,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,80,49.26867,145.1755,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,0,0,1,1,0,0,0,1,87,11.37064,146.3123,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,0,1,0,1,0,0,53,62.20987,162.921,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,1,0,0,1,79,36.19603,104.8989,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,1,1,0,1,0,1,85,36.19603,204.782,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2,1,1,1,0,0,1,0,1,1,52,54.07152,174.0956,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,1,1,0,0,1,1,53,61.97804,185.3695,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,0,1,0,1,1,1,78,67.74157,219.1889,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,1,1,0,1,0,1,53,51.42373,205.0735,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
3,1,0,0,1,0,1,0,0,1,53,15.54691331,148.3062776,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,1,0,1,1,1,1,33,36.19603,243.861,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,0,0,1,0,0,0,67,5.791194183,158.825486,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
3,1,1,0,0,0,1,1,1,1,53,36.19603,252.6101,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,0,1,0,0,0,1,53,36.19603,156.9116154,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,1,0,1,0,1,0,0,1,1,53,11.6474373,162.9344608,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0,1,0,1,1,0,53,56.08334,232.8959,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1,0,1,0,0,0,1,1,1,77,60.87582,212.3504,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,1,0,0,53,55.55865,117.8775,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,0,0,1,0,38,63.47384,127.8919,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0,1,0,1,1,0,0,1,1,0,34,1.133366652,212.1953752,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4,1,1,0,1,0,0,0,0,1,68,63.86146,168.0114,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2,1,0,1,1,1,0,0,0,1,43,36.19603,129.307,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,0,1,0,1,0,1,1,53,61.85233,215.065,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3,0,1,1,0,0,0,0,1,1,76,57.67058,182.0783,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,1,1,0,0,29,71.58072,130.9272,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2,1,0,0,0,0,1,0,1,0,29,4.882004458,127.2635056,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3,1,0,1,0,1,1,1,1,0,43,36.19603,235.006,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,1,1,1,0,1,0,1,59,1.692565,156.048,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2,1,1,1,0,0,0,0,0,0,44,3.084418,147.3443,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1,1,0,1,0,1,0,0,0,1,35,67.97028,128.3091,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4,1,1,0,1,0,0,0,1,0,44,71.26299,183.0115,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,0,1,0,1,1,1,58,6.391286,221.4022,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,0,0,1,0,0,0,53,46.94705,157.9632,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1,1,1,0,0,1,53,64.91343,161.4835,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
4,1,0,0,0,0,1,0,1,0,19,7.873371451,128.8304885,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,1,0,0,1,0,40,58.30226,150.2853,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,0,1,1,0,0,0,1,50,3.998314,188.7307,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
3,1,0,0,0,1,0,1,1,1,88,36.19603,188.9295,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
9,1,0,0,1,0,1,1,0,1,57,68.18425,151.5145,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2,1,1,0,1,1,0,1,0,0,61,54.04107,185.5151,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,1,0,0,1,0,0,1,67,6.483314,160.2145,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,1,1,0,0,0,0,1,1,1,53,52.53836,221.3414,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8,0,1,1,1,1,1,0,0,1,73,36.19603,162.2739,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0,0,0,0,1,1,0,53,56.30647,240.3344,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3,1,0,0,0,1,1,0,0,1,55,4.238632927,138.4036239,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,1,28,60.46139,191.8664,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,1,1,0,1,0,0,1,0,0,53,1.092219692,192.2164178,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,0,1,1,0,1,1,85,59.85298,172.1657,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,1,1,1,0,1,0,0,1,0,38,13.163,176.3113,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,0,1,0,1,0,0,38,45.62317,162.6779,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
2,0,1,0,0,0,1,1,1,1,55,36.19603,252.674605,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,1,1,0,1,0,0,0,0,1,70,70.64245,133.0053,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,1,1,0,1,0,0,0,1,1,46,10.37052081,212.565145,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,1,1,0,0,0,0,1,1,0,53,6.867358844,208.9538298,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
0,1,1,1,0,0,0,1,1,1,81,8.907100551,222.909243,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,1,0,1,1,0,0,83,10.26390461,172.2031656,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3,1,0,1,0,0,1,0,1,1,27,36.19603,161.0875,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1,1,1,0,1,0,1,0,1,0,28,7.668017,213.5143,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,0,0,0,1,1,0,37,69.68705,208.5353,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3,1,1,0,0,0,0,0,1,1,65,36.19603,148.5676,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4,1,1,0,1,1,1,0,0,0,39,60.72007,191.9539,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,1,1,1,0,1,0,0,1,1,53,62.52627,203.7152,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,1,1,55,7.843199744,145.4645871,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,0,0,0,0,0,1,53,70.85741,147.6597,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
4,1,0,0,1,1,1,1,1,0,68,50.67652,235.0028,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3,1,1,0,0,0,1,1,0,0,78,36.19603,162.3007,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,1,1,0,0,0,1,0,0,0,32,58.57229,157.7874,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,1,1,1,0,1,1,26,13.04114417,194.6141198,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2,1,1,0,1,1,0,1,1,0,69,36.19603,242.7994341,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,1,0,0,0,1,0,1,0,1,18,58.54873,149.7504,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0,1,0,0,1,0,1,88,38.47721,191.6101,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2,1,0,1,1,1,0,0,1,0,80,12.00858052,177.7900638,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2,1,0,1,1,0,0,1,1,0,53,36.19603,200.5188,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,1,0,0,1,0,0,53,36.19603,169.1645,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,1,0,0,0,0,1,21,64.32344,167.5204,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,1,1,0,0,71,9.58453562,150.6043136,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
3,1,1,0,0,0,0,1,0,1,55,57.07243,151.3423,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2,1,0,1,0,0,0,1,0,0,53,8.989805,139.3521,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,1,1,1,1,1,1,75,8.013365588,254.895997,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1,1,1,0,1,0,1,0,1,0,84,67.44709,193.183,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,0,1,0,0,1,1,1,1,79,5.011735021,188.9403643,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
1,1,0,0,0,0,0,0,1,1,53,66.75709,148.2439,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,0,1,1,0,0,0,0,0,0,53,68.4414,127.6472,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,1,0,0,39,64.12772,140.3719,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,1,1,0,1,1,1,43,67.24501,211.0053,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3,1,0,1,0,0,1,0,1,1,62,3.033312,162.1571,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,1,0,1,0,0,1,0,0,1,58,8.596064,127.4937,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0,1,0,0,1,0,0,41,36.19603,190.7699,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
2,1,0,0,0,0,0,0,1,1,53,54.68209,157.186,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,0,40,6.318781,223.0007,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,1,0,1,0,0,0,0,0,1,52,10.11019941,82.17486582,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,1,0,1,0,0,0,0,84,62.17986,139.3147,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,36,69.7635,80.33945,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,0,1,1,1,0,0,0,0,48,3.852627275,162.7683421,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,1,1,1,0,0,1,1,28,63.35086,218.371,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0,1,1,0,0,0,36,52.97231,105.0487,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
3,1,0,1,1,0,0,1,1,1,45,51.21873,212.3033,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,1,0,1,0,1,59,5.486534225,148.4154058,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0,1,1,1,1,0,67,60.3736,242.722,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1,1,0,1,1,0,1,53,63.88028,206.4649,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,0,1,1,1,1,0,0,0,53,14.85781115,129.8069322,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,88,60.29081,112.4263,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,1,1,1,0,0,0,1,0,75,5.105265612,186.7513136,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,1,1,0,1,1,0,1,1,0,53,2.840343779,241.9923905,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
3,1,0,0,0,0,0,1,0,1,31,60.87178,118.7535,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4,1,1,0,1,0,1,1,0,1,53,44.73398,173.7431,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0,1,1,0,0,1,1,53,71.74779,163.027,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,0,1,1,0,0,27,57.62771,127.6904,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0,0,0,1,0,0,1,58,56.37649,105.1392,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,1,1,0,1,83,65.2185,127.8772,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,1,0,1,1,0,53,5.799375,188.4164,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,1,1,1,0,0,1,0,0,53,56.68677,161.4291,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
6,1,0,1,1,0,0,1,0,1,53,48.90424,129.6677,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,1,0,0,0,1,0,47,3.15776722,173.7924839,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2,1,0,1,0,1,0,0,0,1,28,10.96319721,94.14049218,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0,0,1,0,0,1,53,57.92383,125.3936,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3,1,0,0,1,0,1,0,1,0,53,68.79253,162.2494,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,0,1,1,0,0,1,1,33,31.44123,214.6352,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
2,1,1,1,0,0,0,1,0,1,56,5.110208414,172.6381057,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,1,1,0,0,0,1,0,0,0,53,3.588245343,124.2396223,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5,1,1,0,0,0,0,0,1,0,69,70.26887,179.9998,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,0,1,1,0,1,1,53,58.47534,204.5421,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4,1,1,0,1,1,0,0,0,0,80,68.29684,179.6545,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,0,0,0,1,0,1,1,1,29,11.5365,200.9389,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
4,1,0,0,0,0,0,1,0,0,45,3.665202,104.5959,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
0,1,1,0,1,0,0,1,0,1,72,2.010811355,171.5236771,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
2,1,1,1,1,1,0,0,1,1,53,8.825774698,218.0671692,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,1,0,0,1,0,1,1,1,1,59,36.19603,240.9577992,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
2,1,0,0,0,1,0,1,1,0,38,1.135160694,220.2765834,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,1,68,42.83737,135.872,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
4,1,0,1,0,0,1,1,1,0,39,51.62495,201.4339,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2,1,0,0,1,1,0,0,1,0,67,60.17035,151.8269,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,0,0,0,1,1,0,51,2.830634895,239.4997818,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0,0,0,0,1,1,40,55.01651,149.168,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0,0,1,1,0,0,1,53,61.41438,138.4043,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,1,1,0,1,1,0,0,77,5.497366828,186.7640899,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
4,1,0,1,1,0,1,0,0,1,53,6.506483,150.2407,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,1,37,57.01834,124.0874,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2,1,0,0,0,0,0,1,0,0,70,1.31809,104.9568,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
10,1,0,0,1,1,1,1,0,1,18,2.969720458,166.4027768,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,1,0,1,1,0,1,56,65.44262,172.9294,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,1,1,0,20,67.06371,196.6625,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,1,0,0,0,0,0,1,0,21,48.98002,147.7179,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,1,0,1,0,0,1,0,0,0,84,36.19603,95.68871187,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0,0,0,0,1,0,1,85,57.37611,150.8838,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,1,1,1,1,1,80,65.97991,198.8671,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
3,1,0,0,0,1,0,0,1,0,37,36.19603,128.3941,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1,0,0,1,0,0,53,5.855847443,191.8472589,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
3,1,1,0,1,1,1,0,1,1,82,36.19603,206.9198,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
5,1,1,0,1,1,1,0,0,0,55,14.80884708,171.3671802,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,1,1,1,0,0,0,0,0,0,53,61.85639,147.9175,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,0,1,0,1,0,0,47,10.52332,184.5613,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1,1,1,0,0,1,1,53,1.875430489,152.4044424,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
2,1,0,0,1,1,0,1,1,1,53,59.42848,210.7439,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,0,0,0,0,1,1,22,28.31146,115.9845,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5,1,0,0,1,1,0,1,1,1,20,3.511593,243.1869,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1,0,1,1,1,1,1,0,1,20,67.29113,216.0718,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3,1,0,0,0,0,1,1,0,1,82,36.19603,130.5400606,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,0,0,1,0,1,0,0,1,77,50.11484,147.0125,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2,1,1,1,1,0,0,1,0,1,21,11.32083915,193.8478227,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,1,1,1,1,0,1,1,53,48.57163,195.9739,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,0,0,1,0,0,0,0,1,44,17.55118,114.1097,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0,0,1,1,0,0,0,23,5.881307,104.7718,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,1,0,1,1,0,0,0,0,1,87,3.962302,116.2945,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
3,1,1,0,0,1,1,0,1,1,47,36.19603,205.4002,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,1,0,0,0,1,1,81,1.198203116,169.3876968,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,1,0,0,0,0,0,0,1,0,38,51.96957,156.1328,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,0,1,1,1,1,1,0,53,66.8679,288.2818,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,1,34,11.86252419,132.6136411,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
4,1,1,0,0,0,1,0,0,1,25,63.47229,136.2674,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0,1,0,1,1,1,48,36.19603,251.2063088,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
4,1,0,0,0,0,1,1,1,1,32,18.5303046,220.0315935,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10,1,1,0,0,0,1,0,0,0,40,11.51671,125.5053,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,1,44,2.779431223,113.4578209,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,1,0,0,0,0,1,0,1,1,83,14.61254,127.3952,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,1,0,1,0,1,0,60,63.08587,217.6566,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
