Unnamed: 0,Children,Age,Income,Bandwidth_GB_Year,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Solutions,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyGender,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingMovies,DummyStreamingTV,DummyPaperlessBilling,Outage_sec_perweek
4157,1.0,32.0,11091.57,3382.424,10,2,0,3.850863,114.97,4,4,3,3,2,4,3,3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,7.752231
4158,0.0,53.0,45396.13,1751.103,13,2,1,36.19603,173.4085,1,2,1,3,3,1,2,3,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,8.916784
4159,2.0,83.0,125288.6,3382.424,12,1,0,2.026825,172.409,4,3,4,5,2,4,5,5,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,11.49218
4160,1.0,88.0,47792.78,537.44,7,3,0,2.735806,211.4977,5,4,2,4,4,3,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,38.0555
4161,1.0,77.0,70094.06,740.9935,10,0,1,36.19603,91.86125,4,4,4,5,2,5,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.01337
4162,1.0,82.0,43447.28,1386.235,13,2,0,11.25684,219.993,4,5,4,4,4,5,4,3,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,5.304615
4163,3.0,23.0,33186.785,1628.926,10,2,0,10.52866,115.8889,3,3,3,4,3,2,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10.96003
4164,0.0,53.0,12547.26,1431.488,19,0,1,8.596278,183.9631,3,3,3,1,3,4,4,5,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,7.440265
4165,1.0,67.0,29318.96,885.8345,15,1,0,4.618962,151.8146,2,4,2,3,3,3,3,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,14.04652
4166,1.0,26.0,25502.9,1193.722,12,1,0,5.606293,123.5455,2,3,3,3,6,1,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7.294154
4167,1.0,31.0,88981.56,1971.643,10,0,0,18.67357,147.3663,3,4,2,3,3,3,1,2,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,-1.348571
4168,5.0,78.0,33186.785,783.5447,12,1,0,6.941165,125.2038,5,4,4,6,3,4,5,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,9.00513
4169,0.0,78.0,938.81,1198.334,17,0,1,10.91791,181.9173,3,3,2,5,3,3,3,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,9.937274
4170,1.0,58.0,51755.55,1117.392,12,1,0,7.33513,124.3552,3,4,4,3,3,3,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6.92172
4171,7.0,39.0,23042.88,666.2386,11,2,0,5.062073,124.8886,4,5,5,3,4,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.44452
4172,3.0,36.0,98147.26,2334.937,7,1,0,24.79814,104.844,3,4,5,4,4,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.62795
4173,1.0,22.0,58006.93,3382.424,11,3,2,10.31681,117.2068,3,3,4,4,3,3,3,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,14.27351
4174,1.0,40.0,17275.92,949.9088,12,0,1,2.395742,129.3886,5,4,5,2,3,4,4,5,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,8.525868
4175,4.0,32.0,44106.66,1868.763,15,0,0,13.70911,125.4792,5,5,5,4,2,5,4,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13.86794
4176,0.0,53.0,29556.6,877.6348,12,0,0,9.102322,170.001,3,4,4,4,3,4,5,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,8.394773
4177,4.0,64.0,52638.57,949.8531,12,0,0,1.60558,233.4362,5,5,5,5,2,4,4,3,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,7.90574
4178,0.0,22.0,26998.56,2616.567,13,0,1,26.10713,140.4152,3,3,3,2,4,3,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,15.0651
4179,2.0,59.0,11109.83,1224.408,11,1,1,8.450712,210.7175,3,3,3,3,4,2,4,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,13.57582
4180,3.0,79.0,86060.95,2102.143,9,1,1,12.3548,221.9475,4,4,4,4,4,3,4,4,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,12.85135
4181,0.0,53.0,33186.785,829.1605,13,4,1,4.892174,152.2417,4,4,4,4,2,3,4,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,17.20837
4182,1.0,50.0,33186.785,719.7255,8,1,2,2.586551,200.2466,3,3,3,5,4,4,4,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,9.372039
4183,1.0,27.0,49626.73,1754.125,11,0,1,9.175977,175.6458,3,3,3,3,3,3,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,14.74925
4184,3.0,44.0,33186.785,874.5896,12,2,0,6.311363,168.6851,3,4,4,2,5,3,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.3524313
4185,3.0,82.0,52312.84,1155.524,16,1,0,7.27652,240.7567,4,4,5,3,4,3,5,2,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,3.717299
4186,0.0,76.0,32125.5,510.6596,12,2,0,3.226415,169.5728,5,3,4,4,3,6,4,4,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,15.79123
4187,0.0,73.0,50730.53,422.3998,10,0,0,36.19603,181.8546,4,4,4,5,3,6,5,4,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,13.62768
4188,4.0,69.0,24641.27,1001.378,10,0,0,6.783568,182.7936,1,2,3,3,3,3,3,4,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,13.58714
4189,4.0,24.0,29303.95,1564.305,14,2,0,5.648594,176.2518,3,2,2,3,5,2,1,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,5.223616
4190,3.0,83.0,12711.69,1468.274,12,0,1,6.184958,196.1598,4,5,4,4,4,3,4,4,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,19.88305
4191,1.0,36.0,28799.35,2772.322,11,3,1,23.40043,162.3283,4,5,4,2,4,4,3,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,11.30963
4192,3.0,39.0,100585.1,1027.507,10,0,0,4.109741,139.4571,4,5,4,3,3,4,3,3,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,12.98755
4193,2.0,53.0,68697.59,1254.552,10,2,0,3.479316,201.9822,4,5,4,4,4,3,4,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,11.05052
4194,1.0,75.0,33186.785,847.0257,11,1,0,1.743805,256.7761,5,6,5,2,3,3,3,3,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,13.3851
4195,0.0,41.0,33186.785,2559.878,9,0,0,23.38469,265.0873,5,4,5,3,4,4,4,5,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,11.79541
4196,3.0,53.0,33186.785,1954.818,13,0,1,16.19111,238.5944,4,3,5,3,3,4,4,4,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,7.717936
4197,0.0,45.0,33186.785,1570.914,17,1,1,14.10279,205.0133,5,6,5,4,4,5,5,5,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,11.29177
4198,1.0,53.0,28423.59,1109.205,13,2,1,5.102617,132.9,3,2,4,3,4,4,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2.899173
4199,2.0,87.0,33186.785,567.9194,11,0,1,4.61822,169.694,4,4,4,3,3,3,4,5,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,13.3869
4200,2.0,53.0,33186.785,791.291,15,1,1,1.474087,199.5679,3,2,2,3,5,3,3,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,13.26871
4201,8.0,20.0,2246.27,1895.23,17,1,0,36.19603,164.8026,3,4,2,4,4,3,3,4,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,7.487181
4202,1.0,53.0,46328.01,867.4854,18,1,0,2.885895,137.7891,5,6,6,4,3,5,3,5,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,4.676475
4203,1.0,53.0,35207.0,2070.312,18,0,0,19.48432,207.9323,3,4,2,5,2,3,3,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,6.959756
4204,0.0,75.0,47915.97,3382.424,13,0,0,1.203982,120.1893,4,4,4,2,4,3,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8.880482
4205,1.0,53.0,11121.39,1571.964,11,1,0,4.073125,268.1486,2,3,2,3,4,4,3,4,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,9.468496
4206,0.0,67.0,39149.61,3382.424,16,1,0,4.784022,125.3372,3,2,2,5,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10.70171
4207,1.0,53.0,33186.785,1581.415,15,1,1,11.66425,137.0646,4,5,5,6,2,4,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5.053088
4208,1.0,53.0,107570.9,990.2064,16,1,0,1.063338,233.2774,4,3,4,3,5,3,3,4,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,10.84322
4209,0.0,50.0,25598.66,909.8933,14,0,0,1.070145,183.8585,2,1,2,1,4,3,3,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,8.298954
4210,2.0,53.0,33186.785,1368.692,12,0,2,9.664222,241.123,2,3,2,3,4,4,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,12.88225
4211,1.0,60.0,31574.68,3382.424,12,1,2,3.921335,184.2217,5,5,4,2,5,4,4,4,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,4.763719
4212,0.0,53.0,33406.38,3382.424,8,1,0,8.925564,164.3493,5,4,4,3,3,4,6,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9.059857
4213,0.0,80.0,12155.81,775.1852,12,4,1,7.610924,150.5536,4,3,3,4,4,4,4,4,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,11.07434
4214,1.0,60.0,33186.785,1209.434,12,1,0,11.59641,149.3865,3,3,4,4,3,3,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7.511218
4215,1.0,72.0,18774.29,1201.716,17,0,0,5.540815,223.3873,5,5,4,3,3,4,3,5,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,38.86865
4216,1.0,53.0,55241.85,974.4325,9,1,0,5.527407,174.9614,5,5,3,3,5,3,3,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,9.175541
4217,0.0,40.0,33186.785,1670.496,12,2,0,14.93552,165.9998,4,3,3,2,5,3,2,2,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,11.51422
4218,0.0,30.0,39034.91,561.8079,12,3,1,2.106961,149.5184,3,1,1,4,4,3,3,4,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,15.9056
4219,0.0,53.0,33186.785,3382.424,19,0,0,36.19603,175.1028,3,2,2,4,4,4,3,4,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,12.06073
4220,1.0,30.0,31817.36,577.0059,11,0,0,1.923729,151.652,3,1,3,4,4,3,4,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,13.159
4221,6.0,21.0,5853.02,645.1788,7,1,1,3.542704,95.17104,5,4,4,2,5,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11.41666
4222,0.0,53.0,48206.11,700.7756,13,0,0,4.192662,203.9918,3,3,4,5,3,4,4,3,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,7.611857
4223,1.0,53.0,33186.785,2025.449,13,0,1,16.61624,232.8903,5,5,5,2,5,5,4,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,14.12848
4224,1.0,33.0,41130.54,3382.424,13,1,0,36.19603,174.9755,3,5,4,4,3,4,3,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,10.37239
4225,3.0,25.0,12588.75,992.4934,15,1,1,5.129202,130.5988,4,3,2,4,5,4,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.302924
4226,1.0,53.0,10048.03,506.3292,16,2,1,3.817742,152.4804,4,5,4,2,5,3,4,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,11.75009
4227,2.0,34.0,33186.785,1528.123,6,3,0,14.48515,180.7718,5,4,4,3,3,3,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,5.848012
4228,3.0,39.0,33186.785,2425.974,12,3,2,19.39623,286.0322,4,5,5,3,2,5,5,4,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,14.23231
4229,7.0,53.0,60909.21,722.0495,15,2,0,3.367927,178.1842,4,3,2,4,4,3,2,3,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4.186643
4230,8.0,41.0,12021.28,1109.678,10,1,1,9.031197,115.5485,4,4,3,4,3,4,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10.31836
4231,1.0,62.0,55801.79,1537.646,9,4,0,10.77389,129.1538,4,5,3,4,3,3,3,4,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,14.16445
4232,1.0,57.0,33186.785,902.9359,6,1,1,8.526865,180.5538,5,5,4,3,3,4,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15.45622
4233,0.0,69.0,86274.26,924.9657,9,0,0,3.761516,242.6305,3,3,3,4,3,4,4,4,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,9.8267
4234,1.0,53.0,33554.09,1774.889,18,1,0,36.19603,174.8495,2,3,3,3,2,4,4,3,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,9.384324
4235,0.0,59.0,31150.04,1372.679,8,3,1,36.19603,180.7599,4,3,4,3,4,2,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.07129
4236,0.0,83.0,56532.82,1330.997,13,1,0,14.61254,127.3952,3,4,4,4,3,3,3,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,8.807743
4237,0.0,53.0,47991.88,1132.635,17,2,0,4.098818,185.0901,2,3,3,2,5,2,2,3,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,7.052776
4238,1.0,49.0,21152.89,1620.225,11,2,0,10.99657,163.5719,3,3,4,5,3,5,5,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,13.09114
4239,1.0,53.0,50673.99,1057.866,12,0,0,8.361438,137.7732,3,3,1,2,4,4,5,3,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,10.41554
4240,0.0,53.0,16320.7,831.9762,12,0,1,5.058557,181.8839,4,4,1,5,3,4,4,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,9.849707
4241,2.0,53.0,16374.21,760.1831,14,1,0,4.816947,149.5189,4,3,3,4,4,4,4,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,10.18736
4242,1.0,82.0,17778.12,884.0961,8,2,0,6.470869,165.6834,3,3,3,5,3,2,3,3,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,13.65972
4243,4.0,75.0,9479.49,959.8322,13,1,0,9.079335,147.1841,3,3,3,3,3,4,2,4,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,9.355825
4244,0.0,22.0,86019.75,1193.459,13,1,0,3.984772,184.8123,4,2,2,2,5,3,5,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,6.852638
4245,1.0,52.0,8122.26,1707.992,7,4,0,17.13675,172.0702,3,4,3,2,3,2,2,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,12.50465
4246,0.0,19.0,19211.13,1015.143,13,2,1,1.741247,202.0479,4,4,4,4,4,3,3,4,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,41.55081
4247,3.0,55.0,33186.785,956.6535,17,0,0,2.011058,163.0975,2,3,3,5,3,4,4,3,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,9.104332
4248,1.0,77.0,33186.785,1795.594,9,2,0,12.48694,162.3651,3,3,4,3,2,3,3,4,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,11.07699
4249,0.0,56.0,258900.7,1296.502,15,1,1,8.870031,233.4502,4,3,4,5,3,3,5,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,12.69521
4250,4.0,53.0,105969.1,787.7559,9,1,1,4.082591,179.8581,3,3,4,3,3,3,2,3,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,17.15868
4251,0.0,46.0,25227.46,2521.278,12,1,0,18.9981,198.7864,5,4,4,4,3,3,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,12.36837
4252,1.0,80.0,33186.785,997.2011,11,0,0,36.19603,214.1604,5,4,4,5,3,3,4,4,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,8.735615
4253,0.0,70.0,33186.785,3382.424,13,0,0,13.99745,161.5861,3,3,3,3,4,2,3,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,8.160934
4254,1.0,71.0,115681.5,396.311,9,1,0,1.14019,127.7087,4,3,5,4,6,4,4,4,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,11.2801
4255,3.0,59.0,41302.92,1198.455,17,0,0,6.322807,235.8506,4,4,3,3,3,3,4,4,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,15.45938
4256,1.0,76.0,15610.48,2389.305,12,1,0,23.81965,150.273,3,4,4,3,5,4,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,14.78225
4257,2.0,70.0,33186.785,295.3936,6,3,1,1.31809,104.9568,2,3,3,4,1,4,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9.405307
4258,2.0,32.0,56607.8,1945.332,15,3,0,20.52789,113.2155,3,3,5,4,4,3,3,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9.995771
4259,10.0,22.0,33186.785,2108.713,14,2,0,14.86128,90.83874,6,4,4,5,2,4,4,4,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,11.41905
4260,0.0,53.0,66737.35,1638.08,14,0,0,16.53241,115.2437,3,3,4,3,2,5,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.160838
4261,0.0,53.0,33186.785,3382.424,16,2,1,3.402225,222.1721,3,3,3,3,4,2,3,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,12.45388
4262,1.0,53.0,9683.56,400.9669,8,3,0,3.160399,139.8276,3,3,3,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.74834
4263,0.0,53.0,33186.785,1324.009,12,0,0,36.19603,188.6462,3,3,3,3,4,4,2,3,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,7.945094
4264,2.0,19.0,39526.95,1277.028,11,1,0,10.40415,127.2807,3,3,4,2,6,3,3,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,10.09678
4265,1.0,83.0,31355.16,1704.123,15,1,1,13.92306,160.8469,5,5,3,4,4,4,4,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,11.99928
4266,4.0,70.0,22552.58,671.4099,13,3,0,36.19603,202.6361,2,2,2,2,3,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38.73297
4267,1.0,27.0,33186.785,1144.502,10,2,1,7.218929,217.6876,2,2,4,2,3,3,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,9.118123
4268,2.0,53.0,53516.91,1000.235,10,0,3,7.244015,139.4355,4,4,4,5,3,5,3,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5.354774
4269,1.0,33.0,33186.785,3382.424,8,1,0,4.072959,239.9403,3,5,3,3,4,3,3,3,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,10.97909
4270,0.0,27.0,33186.785,1770.234,14,0,2,15.98922,184.5306,4,3,4,3,3,3,4,4,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,12.80216
4271,1.0,53.0,4308.47,763.719,11,1,1,2.337769,208.1442,2,3,4,3,5,2,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,5.735011
4272,2.0,53.0,13386.4,3365.187,10,0,0,28.31929,224.3677,4,3,5,4,1,4,4,3,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,11.28083
4273,2.0,37.0,23757.46,1479.384,8,0,0,36.19603,183.9197,4,5,5,4,3,5,4,6,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,13.36965
4274,1.0,74.0,29311.58,1893.245,5,1,2,16.74543,221.1655,4,5,3,4,3,5,5,5,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,15.21716
4275,1.0,86.0,70250.39,502.9173,11,2,0,5.321365,158.8668,5,5,3,3,3,4,4,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,7.838909
4276,5.0,43.0,23638.05,1178.136,13,1,0,5.493065,243.2668,4,3,3,4,3,6,4,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,7.726282
4277,0.0,26.0,84681.03,1330.058,8,0,1,3.606976,213.0487,4,4,4,3,5,5,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,16.54103
4278,0.0,23.0,33186.785,2427.968,16,0,0,24.09793,143.552,3,3,4,4,2,4,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,12.64774
4279,1.0,87.0,33186.785,922.3842,14,2,0,11.32392,137.0548,4,4,3,5,2,5,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.85415
4280,3.0,61.0,84478.95,866.9484,10,0,0,8.06514,147.14,3,3,4,3,4,3,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,12.60978
4281,1.0,53.0,13106.6,594.5452,11,1,0,3.30098,114.3656,3,3,3,4,4,4,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,12.27305
4282,0.0,21.0,51814.85,3382.424,10,0,1,36.19603,125.0117,5,5,5,3,2,5,5,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,12.25127
4283,3.0,46.0,76134.13,1031.357,15,0,2,1.52349,204.8085,5,4,5,4,3,3,4,4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,38.80735
4284,2.0,51.0,54290.34,1224.728,10,1,0,10.15451,149.817,3,4,4,2,5,2,3,3,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,11.92645
4285,1.0,85.0,58516.37,1103.319,9,2,0,6.418936,266.7997,5,4,5,5,2,5,4,5,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,11.66965
4286,1.0,79.0,33186.785,910.2692,13,2,1,8.052952,182.1355,3,2,2,5,4,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,15.27836
4287,1.0,35.0,34110.17,1331.662,10,0,1,9.688409,182.4003,4,4,4,4,3,4,5,3,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,12.91969
4288,3.0,53.0,33186.785,2701.761,15,2,2,22.05456,175.3763,4,4,5,3,3,3,4,2,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,3.733639
4289,0.0,65.0,37261.82,3382.424,10,3,2,4.164919,159.9235,3,5,4,3,5,3,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,8.911592
4290,2.0,73.0,33186.785,1059.389,20,3,1,36.19603,220.4868,5,4,5,3,4,5,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,9.899405
4291,2.0,35.0,17995.63,1569.492,14,0,1,6.602711,197.9697,4,4,4,4,2,5,4,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,12.6991
4292,1.0,35.0,33186.785,2715.022,13,0,0,19.56071,243.4158,3,3,3,3,4,2,3,3,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,13.03276
4293,2.0,31.0,6827.15,1238.892,14,0,2,5.458881,142.9839,3,3,3,4,3,2,4,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,14.2039
4294,1.0,50.0,37146.88,2291.447,15,1,1,18.601,235.115,3,4,5,3,3,3,3,4,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,6.444892
4295,3.0,45.0,33186.785,3382.424,8,0,0,19.48354,138.0357,4,3,4,1,5,3,3,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,11.21524
4296,3.0,54.0,17429.01,1170.726,15,5,1,9.274687,167.8338,2,2,2,3,3,3,3,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,13.86874
4297,3.0,37.0,13722.37,3382.424,17,0,2,8.172776,185.919,4,5,4,3,4,3,3,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,10.03188
4298,1.0,81.0,28181.92,1439.52,11,1,0,36.19603,120.1405,3,3,4,1,5,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9.578705
4299,1.0,53.0,33186.785,1104.303,15,1,1,9.517804,164.5209,2,2,2,4,3,2,4,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,6.760018
4300,1.0,24.0,33186.785,490.5057,12,0,2,1.649887,136.1094,3,2,3,3,5,3,4,2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,16.84542
4301,0.0,53.0,49718.59,2585.068,12,2,2,25.46342,182.1978,4,3,2,4,4,3,4,2,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,7.576187
4302,1.0,55.0,29622.06,1469.855,12,0,2,12.69881,174.2282,3,2,2,2,4,3,3,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,10.87883
4303,2.0,62.0,33186.785,1123.373,12,2,0,2.865504,187.6302,5,5,5,4,3,4,3,4,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,12.92846
4304,4.0,89.0,61571.39,946.0177,16,0,1,4.661936,128.119,5,4,3,6,2,5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.67892
4305,1.0,53.0,10744.48,2595.465,18,0,1,20.10599,188.8477,4,5,3,2,3,3,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,14.58124
4306,0.0,53.0,33654.79,1357.166,13,1,0,7.633263,151.935,2,2,2,1,4,2,3,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,6.817041
4307,5.0,57.0,38396.0,2098.351,10,0,0,19.9534,127.7126,4,4,4,3,4,3,4,4,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,13.3215
4308,3.0,50.0,13226.92,1094.029,12,2,0,2.141515,277.3995,2,2,3,5,4,3,3,4,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,15.2915
